id,tanggal (WIB),waktu (WIB),lintang,bujur,tingkat kepercayaan,satelit,radius kemungkinan,kecamatan,kabupaten,provinsi,tipe
3812739,8/10/2023,13:00:29,-6.26745176,107.2572098,8,noaa20,1125,Kedungwaringin,Bekasi,Jawa Barat,Cluster
3813567,8/10/2023,13:23:00,-6.601677418,108.1032562,8,aqua,3000,Kertajati,Majalengka,Jawa Barat,Cluster
3813580,8/10/2023,13:51:43,-7.29768229,107.8589706,8,snpp,1125,Bayongbong,Garut,Jawa Barat,Cluster
3813581,8/10/2023,13:51:43,-6.95524549,108.3414841,8,snpp,1125,Pembantu Banjaran,Majalengka,Jawa Barat,Cluster
3813582,8/10/2023,13:51:43,-6.939509155,107.2207871,8,snpp,1280,Bojong Picung,Cianjur,Jawa Barat,Cluster
3813583,8/10/2023,13:51:43,-6.597742915,108.1078968,8,snpp,1500,Kertajati,Majalengka,Jawa Barat,Cluster
3813584,8/10/2023,13:51:43,-6.45125341,107.5611191,8,snpp,1125,Pabuaran,Subang,Jawa Barat,Cluster
3813585,8/10/2023,13:51:43,-6.526136635,106.9380035,8,snpp,1280,Klapanunggal,Bogor,Jawa Barat,Cluster
3813826,8/11/2023,0:51:44,-6.37331676,107.7207947,8,snpp,1125,Cikaum,Subang,Jawa Barat,Cluster
3813828,8/11/2023,0:51:44,-6.54936457,108.094635,8,snpp,1125,Terisi,Indramayu,Jawa Barat,Cluster
3813829,8/11/2023,0:51:44,-6.50802612,107.7926865,8,snpp,1125,Pagaden,Subang,Jawa Barat,Cluster
3813830,8/11/2023,0:51:44,-6.60096025,108.1030884,8,snpp,1125,Kertajati,Majalengka,Jawa Barat,Cluster
3813886,8/11/2023,1:47:14,-6.54789758,108.0937462,8,noaa20,1280,Terisi,Indramayu,Jawa Barat,Cluster
3813887,8/11/2023,1:47:14,-6.50039434,107.5490723,8,noaa20,1125,Cibatu,Purwakarta,Jawa Barat,Cluster
3813888,8/11/2023,1:47:14,-6.45955992,107.212822,8,noaa20,1125,Bojongmangu,Bekasi,Jawa Barat,Cluster
3814153,8/11/2023,12:38:44,-7.50022125,107.7319489,8,noaa20,1125,Cikelet,Garut,Jawa Barat,Cluster
3814172,8/11/2023,12:38:44,-6.96057844,108.6691055,8,noaa20,1125,Cidahu,Kuningan,Jawa Barat,Cluster
3814173,8/11/2023,12:38:44,-7.210413362,106.6684799,8,noaa20,1588,Jampang Kulon,Sukabumi,Jawa Barat,Cluster
3814174,8/11/2023,12:38:44,-7.02609634,106.7926407,8,noaa20,1125,Jampang Tengah,Sukabumi,Jawa Barat,Cluster
3814178,8/11/2023,12:38:44,-6.5641613,108.1480331,8,noaa20,1125,Cikedung,Indramayu,Jawa Barat,Cluster
3814179,8/11/2023,12:38:44,-6.55150795,108.0969544,8,noaa20,1125,Terisi,Indramayu,Jawa Barat,Cluster
3814183,8/11/2023,12:38:44,-6.419949434,107.7157883,8,noaa20,1588,Cikaum,Subang,Jawa Barat,Cluster
3814184,8/11/2023,12:38:44,-6.43754101,107.4142151,8,noaa20,1125,Klari,Karawang,Jawa Barat,Cluster
3814482,8/11/2023,13:32:47,-7.47152424,108.5851898,8,snpp,1125,Banjarsari,Ciamis,Jawa Barat,Cluster
3814485,8/11/2023,13:32:47,-7.44955587,107.4164352,8,snpp,1125,Cidaun,Cianjur,Jawa Barat,Cluster
3814490,8/11/2023,13:32:47,-7.28808975,106.4448891,8,snpp,1280,Cilacap,Sukabumi,Jawa Barat,Cluster
3814491,8/11/2023,13:32:47,-7.261904,106.5248222,8,snpp,1280,Waluran,Sukabumi,Jawa Barat,Cluster
3814492,8/11/2023,13:32:47,-7.20915127,106.6694183,8,snpp,1125,Jampang Kulon,Sukabumi,Jawa Barat,Cluster
3814493,8/11/2023,13:32:47,-6.86291218,108.7800598,8,snpp,1125,Pabedilan,Cirebon,Jawa Barat,Cluster
3814494,8/11/2023,13:32:47,-7.15820312,106.6390991,8,snpp,1125,Waluran,Sukabumi,Jawa Barat,Cluster
3814495,8/11/2023,13:32:47,-7.11767292,106.6335373,8,snpp,1125,Simpenan,Sukabumi,Jawa Barat,Cluster
3814496,8/11/2023,13:32:47,-7.09339571,106.7167969,7,snpp,1125,Jampang Tengah,Sukabumi,Jawa Barat,Cluster
3814497,8/11/2023,13:32:47,-6.75802803,108.5284195,8,snpp,1125,Talun,Cirebon,Jawa Barat,Cluster
3814498,8/11/2023,13:32:47,-7.022687117,106.7923457,8,snpp,1399,Jampang Tengah,Sukabumi,Jawa Barat,Cluster
3814499,8/11/2023,13:32:47,-6.8082943,108.0985947,8,snpp,1125,Cadasngampar,Sumedang,Jawa Barat,Cluster
3814500,8/11/2023,13:32:47,-7.03799295,106.6432877,8,snpp,1125,Simpenan,Sukabumi,Jawa Barat,Cluster
3814501,8/11/2023,13:32:47,-7.0395565,106.6103897,8,snpp,1125,Simpenan,Sukabumi,Jawa Barat,Cluster
3814502,8/11/2023,13:32:47,-6.61508083,108.083725,7,snpp,1125,Kertajati,Majalengka,Jawa Barat,Cluster
3814503,8/11/2023,13:32:47,-6.56858206,108.2419663,7,snpp,1125,Bagodua,Indramayu,Jawa Barat,Cluster
3814504,8/11/2023,13:32:47,-6.608167807,107.9675166,8,snpp,1399,Terisi,Indramayu,Jawa Barat,Cluster
3814505,8/11/2023,13:32:47,-6.5633769,108.1494675,8,snpp,1125,Cikedung,Indramayu,Jawa Barat,Cluster
3814506,8/11/2023,13:32:47,-6.57961607,107.8882217,7,snpp,1125,Haurgeulis,Indramayu,Jawa Barat,Cluster
3814507,8/11/2023,13:32:47,-6.56209612,107.9470902,8,snpp,1125,Haurgeulis,Indramayu,Jawa Barat,Cluster
3814508,8/11/2023,13:32:47,-6.50732899,108.0844803,8,snpp,1125,Kroya,Indramayu,Jawa Barat,Cluster
3814772,8/11/2023,14:05:00,-7.023102522,106.7942009,8,aqua,3414,Jampang Tengah,Sukabumi,Jawa Barat,Cluster
3814865,8/12/2023,0:32:50,-6.55216646,108.1846542,8,snpp,1125,Cikedung,Indramayu,Jawa Barat,Cluster
3814866,8/12/2023,0:32:50,-6.54880917,108.0952969,8,snpp,1500,Terisi,Indramayu,Jawa Barat,Cluster
3814867,8/12/2023,0:32:50,-6.60768056,108.0816078,8,snpp,1280,Kertajati,Majalengka,Jawa Barat,Cluster
3814869,8/12/2023,0:32:50,-6.79638767,108.6210938,8,snpp,1125,Astanajapura,Cirebon,Jawa Barat,Cluster
3814941,8/12/2023,1:25:27,-6.54693079,108.0949173,8,noaa20,1125,Terisi,Indramayu,Jawa Barat,Cluster
3814944,8/12/2023,1:25:27,-6.918666125,108.594574,8,noaa20,1280,Ciawi Gerbang,Kuningan,Jawa Barat,Cluster
3815130,8/12/2023,12:19:49,-7.48420382,107.6708984,8,noaa20,1125,Pakenjeng,Garut,Jawa Barat,Cluster
3815157,8/12/2023,12:19:49,-6.583809375,108.1349716,8,noaa20,1280,Kertajati,Majalengka,Jawa Barat,Cluster
3815594,8/12/2023,13:13:52,-7.54659653,107.5310288,8,snpp,1125,Mekarmukti,Garut,Jawa Barat,Cluster
3815595,8/12/2023,13:13:52,-7.48180795,107.6671486,8,snpp,1280,Pakenjeng,Garut,Jawa Barat,Cluster
3815605,8/12/2023,13:13:52,-7.33436918,106.9756317,8,snpp,1125,Leles,Cianjur,Jawa Barat,Cluster
3815607,8/12/2023,13:13:52,-7.35951686,106.6377029,8,snpp,1280,Tegalbuleud,Sukabumi,Jawa Barat,Cluster
3815608,8/12/2023,13:13:52,-7.27282906,106.9621658,8,snpp,1125,Cidadap,Sukabumi,Jawa Barat,Cluster
3815609,8/12/2023,13:13:52,-7.12912083,107.7186508,8,snpp,1125,Pacet,Bandung,Jawa Barat,Cluster
3815610,8/12/2023,13:13:52,-7.30353403,106.4484634,8,snpp,1125,Cilacap,Sukabumi,Jawa Barat,Cluster
3815611,8/12/2023,13:13:52,-7.03083515,107.9484177,7,snpp,1125,Baluburlimbangan,Garut,Jawa Barat,Cluster
3815612,8/12/2023,13:13:52,-7.02801371,107.8769302,8,snpp,1125,Nagreg,Bandung,Jawa Barat,Cluster
3815613,8/12/2023,13:13:52,-7.04794931,107.7444305,7,snpp,1125,Majalaya,Bandung,Jawa Barat,Cluster
3815614,8/12/2023,13:13:52,-6.93626499,108.2149124,8,snpp,1125,Bantarujeg,Majalengka,Jawa Barat,Cluster
3815615,8/12/2023,13:13:52,-7.00752115,107.7419205,7,snpp,1125,Solokan Jeruk,Bandung,Jawa Barat,Cluster
3815616,8/12/2023,13:13:52,-7.12999964,106.6785278,8,snpp,1125,Lengkong,Sukabumi,Jawa Barat,Cluster
3815617,8/12/2023,13:13:52,-7.09166241,106.8427887,8,snpp,1125,Purabaya,Sukabumi,Jawa Barat,Cluster
3815618,8/12/2023,13:13:52,-7.08799553,106.563736,8,snpp,1125,Simpenan,Sukabumi,Jawa Barat,Cluster
3815619,8/12/2023,13:13:52,-7.06754732,106.6318359,7,snpp,1125,Lengkong,Sukabumi,Jawa Barat,Cluster
3815620,8/12/2023,13:13:52,-7.04957867,106.5646896,8,snpp,1125,Simpenan,Sukabumi,Jawa Barat,Cluster
3815621,8/12/2023,13:13:52,-6.90424633,107.3066025,8,snpp,1125,Bojong Picung,Cianjur,Jawa Barat,Cluster
3815622,8/12/2023,13:13:52,-6.70792198,108.3394013,7,snpp,1125,Leuwi Munding,Majalengka,Jawa Barat,Cluster
3815623,8/12/2023,13:13:52,-6.69601011,108.0846252,8,snpp,1125,Ujungjaya,Sumedang,Jawa Barat,Cluster
3815624,8/12/2023,13:13:52,-6.90768194,106.6749954,8,snpp,1125,Cikidang,Sukabumi,Jawa Barat,Cluster
3815625,8/12/2023,13:13:52,-6.68989086,108.0801544,8,snpp,1125,Ujungjaya,Sumedang,Jawa Barat,Cluster
3815626,8/12/2023,13:13:52,-6.88263273,106.6337814,8,snpp,1125,Cikidang,Sukabumi,Jawa Barat,Cluster
3815627,8/12/2023,13:13:52,-6.84422541,106.7761765,8,snpp,1125,Ciambar,Sukabumi,Jawa Barat,Cluster
3815628,8/12/2023,13:13:52,-6.61363983,108.1574707,7,snpp,1125,Kertajati,Majalengka,Jawa Barat,Cluster
3815629,8/12/2023,13:13:52,-6.60292578,108.0768509,7,snpp,1125,Kertajati,Majalengka,Jawa Barat,Cluster
3815630,8/12/2023,13:13:52,-6.58542347,108.1701431,8,snpp,1125,Cikedung,Indramayu,Jawa Barat,Cluster
3815631,8/12/2023,13:13:52,-6.56967592,108.2068634,7,snpp,1125,Cikedung,Indramayu,Jawa Barat,Cluster
3815632,8/12/2023,13:13:52,-6.60730362,107.8678513,8,snpp,1125,Surian,Sumedang,Jawa Barat,Cluster
3815634,8/12/2023,13:13:52,-6.53835964,108.2341156,8,snpp,1125,Bangodua,Indramayu,Jawa Barat,Cluster
3815635,8/12/2023,13:13:52,-6.55413675,108.1298828,8,snpp,1125,Kertajati,Majalengka,Jawa Barat,Cluster
3815636,8/12/2023,13:13:52,-6.54942369,108.0936432,8,snpp,1125,Terisi,Indramayu,Jawa Barat,Cluster
3815637,8/12/2023,13:13:52,-6.57757568,107.884697,7,snpp,1125,Haurgeulis,Indramayu,Jawa Barat,Cluster
3815638,8/12/2023,13:13:52,-6.60901594,107.4259262,7,snpp,1125,Sukatani,Purwakarta,Jawa Barat,Cluster
3815639,8/12/2023,13:13:52,-6.50152111,108.0508804,8,snpp,1125,Kroya,Indramayu,Jawa Barat,Cluster
3815640,8/12/2023,13:13:52,-6.53160167,107.8419075,8,snpp,1280,Cipunagara,Subang,Jawa Barat,Cluster
3815643,8/12/2023,13:13:52,-6.43310738,107.4768829,8,snpp,1125,Bungursari,Purwakarta,Jawa Barat,Cluster
3816335,8/13/2023,10:02:00,-6.622683048,108.0791473,8,terra,3000,Kertajati,Majalengka,Jawa Barat,Cluster
3816336,8/13/2023,10:02:00,-6.964842319,107.8146973,8,terra,3000,Cimanggung,Sumedang,Jawa Barat,Cluster
3816337,8/13/2023,10:02:00,-7.048159122,107.7530441,8,terra,3000,Majalaya,Bandung,Jawa Barat,Cluster
3816913,8/13/2023,12:52:05,-7.028229715,108.7125359,8,snpp,1280,Cimahi,Kuningan,Jawa Barat,Cluster
3816915,8/13/2023,12:52:05,-7.31753349,106.4213104,7,snpp,1125,Cilacap,Sukabumi,Jawa Barat,Cluster
3816916,8/13/2023,12:52:05,-7.25362062,106.453537,8,snpp,1125,Cilacap,Sukabumi,Jawa Barat,Cluster
3816917,8/13/2023,12:52:05,-7.09310055,107.5631943,8,snpp,1125,Cimaung,Bandung,Jawa Barat,Cluster
3816918,8/13/2023,12:52:05,-7.03189516,107.9461784,8,snpp,1280,Baluburlimbangan,Garut,Jawa Barat,Cluster
3816919,8/13/2023,12:52:05,-7.00458956,107.9926224,8,snpp,1125,Selaawi,Garut,Jawa Barat,Cluster
3816920,8/13/2023,12:52:05,-6.99546146,107.9990082,8,snpp,1125,Selaawi,Garut,Jawa Barat,Cluster
3816921,8/13/2023,12:52:05,-6.79809618,108.6202698,8,snpp,1125,Astanajapura,Cirebon,Jawa Barat,Cluster
3816922,8/13/2023,12:52:05,-7.058264495,106.6476059,8,snpp,1280,Lengkong,Sukabumi,Jawa Barat,Cluster
3816923,8/13/2023,12:52:05,-7.0246191,106.7925415,8,snpp,1125,Jampang Tengah,Sukabumi,Jawa Barat,Cluster
3816926,8/13/2023,12:52:05,-6.62672997,108.0651016,8,snpp,1125,Kertajati,Majalengka,Jawa Barat,Cluster
3816927,8/13/2023,12:52:05,-6.6068325,108.1766434,8,snpp,1125,Cikedung,Indramayu,Jawa Barat,Cluster
3816928,8/13/2023,12:52:05,-6.60319901,108.0878601,7,snpp,1125,Kertajati,Majalengka,Jawa Barat,Cluster
3816929,8/13/2023,12:52:05,-6.57320142,108.0926437,8,snpp,1280,Kertajati,Majalengka,Jawa Barat,Cluster
3816930,8/13/2023,12:52:05,-6.380004247,107.7247772,8,snpp,1399,Cikaum,Subang,Jawa Barat,Cluster
3816931,8/13/2023,12:52:05,-6.388523105,107.1641617,8,snpp,1280,Serang Baru,Bekasi,Jawa Barat,Cluster
3816932,8/13/2023,12:52:05,-6.36500947,107.1271464,8,snpp,1399,Cikarang Selatan,Bekasi,Jawa Barat,Cluster
3817738,8/13/2023,13:44:44,-7.10655546,108.7505951,8,noaa20,1125,Cibingbin,Kuningan,Jawa Barat,Cluster
3817739,8/13/2023,13:44:44,-7.40155411,106.7351685,8,noaa20,1125,Tegalbuleud,Sukabumi,Jawa Barat,Cluster
3817741,8/13/2023,13:44:44,-6.85525084,108.7714844,8,noaa20,1125,Pabedilan,Cirebon,Jawa Barat,Cluster
3817742,8/13/2023,13:44:44,-7.23568916,106.4908142,7,noaa20,1125,Ciemas,Sukabumi,Jawa Barat,Cluster
3817743,8/13/2023,13:44:44,-7.18699837,106.7222977,8,noaa20,1125,Lengkong,Sukabumi,Jawa Barat,Cluster
3817744,8/13/2023,13:44:44,-7.20788765,106.4391022,8,noaa20,1125,Cilacap,Sukabumi,Jawa Barat,Cluster
3817745,8/13/2023,13:44:44,-7.132546185,106.512989,8,noaa20,1280,Ciemas,Sukabumi,Jawa Barat,Cluster
3817746,8/13/2023,13:44:44,-6.99581814,106.870018,8,noaa20,1125,Jampang Tengah,Sukabumi,Jawa Barat,Cluster
3817747,8/13/2023,13:44:44,-6.83579111,106.7811432,8,noaa20,1125,Ciambar,Sukabumi,Jawa Barat,Cluster
3817748,8/13/2023,13:44:44,-6.58415318,108.1406632,7,noaa20,1125,Kertajati,Majalengka,Jawa Barat,Cluster
3817750,8/13/2023,13:44:44,-6.36992216,107.127327,8,noaa20,1125,Serang Baru,Bekasi,Jawa Barat,Cluster
3818077,8/13/2023,13:53:00,-6.997406006,106.8672104,8,aqua,3414,Jampang Tengah,Sukabumi,Jawa Barat,Cluster
3818275,8/14/2023,0:44:45,-6.54891825,108.0938339,8,noaa20,1125,Terisi,Indramayu,Jawa Barat,Cluster
3818276,8/14/2023,0:44:45,-6.57711124,108.1934357,8,noaa20,1125,Cikedung,Indramayu,Jawa Barat,Cluster
3818279,8/14/2023,0:44:45,-6.76462555,108.5328674,8,noaa20,1125,Talun,Cirebon,Jawa Barat,Cluster
3818300,8/14/2023,0:44:45,-7.143556595,107.8885613,8,noaa20,1280,Banyuresmi,Garut,Jawa Barat,Cluster
3818342,8/14/2023,1:38:50,-6.54650402,108.0946045,8,snpp,1125,Terisi,Indramayu,Jawa Barat,Cluster
3818343,8/14/2023,1:38:50,-6.78841496,108.5275192,8,snpp,1125,Beber,Cirebon,Jawa Barat,Cluster
3818344,8/14/2023,1:38:50,-7.14222145,107.8884659,8,snpp,1125,Leles,Garut,Jawa Barat,Cluster
3818781,8/14/2023,12:33:09,-7.65342426,107.9652252,8,snpp,1125,Cipatujah,Tasikmalaya,Jawa Barat,Cluster
3818788,8/14/2023,12:33:09,-7.37500095,107.7900467,8,snpp,1125,Cikajang,Garut,Jawa Barat,Cluster
3818799,8/14/2023,12:33:09,-6.6148982,108.068718,8,snpp,1125,Kertajati,Majalengka,Jawa Barat,Cluster
3818800,8/14/2023,12:33:09,-6.59380722,108.1813278,8,snpp,1125,Cikedung,Indramayu,Jawa Barat,Cluster
3818801,8/14/2023,12:33:09,-6.588434935,108.139225,8,snpp,1280,Kertajati,Majalengka,Jawa Barat,Cluster
3818803,8/14/2023,12:33:09,-6.54957199,108.0960922,8,snpp,1125,Terisi,Indramayu,Jawa Barat,Cluster
3819406,8/14/2023,13:25:49,-7.30132198,106.4511337,8,noaa20,1125,Cilacap,Sukabumi,Jawa Barat,Cluster
3819407,8/14/2023,13:25:49,-7.30801821,106.4078522,8,noaa20,1125,Cilacap,Sukabumi,Jawa Barat,Cluster
3819408,8/14/2023,13:25:49,-7.25571442,106.4774551,8,noaa20,1125,Cilacap,Sukabumi,Jawa Barat,Cluster
3819409,8/14/2023,13:25:49,-7.2342968,106.4845009,8,noaa20,1280,Ciemas,Sukabumi,Jawa Barat,Cluster
3819410,8/14/2023,13:25:49,-7.18433285,106.6623612,8,noaa20,1125,Jampang Kulon,Sukabumi,Jawa Barat,Cluster
3819411,8/14/2023,13:25:49,-7.15636778,106.7754669,8,noaa20,1125,Pabuaran,Sukabumi,Jawa Barat,Cluster
3819412,8/14/2023,13:25:49,-7.20771074,106.39888,8,noaa20,1125,Cilacap,Sukabumi,Jawa Barat,Cluster
3819413,8/14/2023,13:25:49,-6.86613321,108.2456741,8,noaa20,1125,Majalengka,Majalengka,Jawa Barat,Cluster
3819414,8/14/2023,13:25:49,-6.88356352,107.96698,8,noaa20,1125,Ganeas,Sumedang,Jawa Barat,Cluster
3819415,8/14/2023,13:25:49,-7.02442503,106.9258804,8,noaa20,1125,Nyalindung,Sukabumi,Jawa Barat,Cluster
3819416,8/14/2023,13:25:49,-6.97137308,106.9950104,8,noaa20,1125,Gegerbitung,Sukabumi,Jawa Barat,Cluster
3819417,8/14/2023,13:25:49,-6.97431612,106.976265,8,noaa20,1125,Gegerbitung,Sukabumi,Jawa Barat,Cluster
3819418,8/14/2023,13:25:49,-6.66552591,108.3763733,7,noaa20,1125,Ciwaringin,Cirebon,Jawa Barat,Cluster
3819419,8/14/2023,13:25:49,-6.60766427,108.1836802,8,noaa20,1399,Cikedung,Indramayu,Jawa Barat,Cluster
3819420,8/14/2023,13:25:49,-6.59838295,108.1793009,8,noaa20,1399,Cikedung,Indramayu,Jawa Barat,Cluster
3819421,8/14/2023,13:25:49,-6.60316563,108.1334839,8,noaa20,1125,Kertajati,Majalengka,Jawa Barat,Cluster
3819422,8/14/2023,13:25:49,-6.58724356,108.1397171,8,noaa20,1125,Kertajati,Majalengka,Jawa Barat,Cluster
3819423,8/14/2023,13:25:49,-6.58775806,107.9970017,7,noaa20,1125,Terisi,Indramayu,Jawa Barat,Cluster
3819425,8/14/2023,13:25:49,-6.540665865,108.150032,8,noaa20,1280,Cikedung,Indramayu,Jawa Barat,Cluster
3819427,8/14/2023,13:25:49,-6.51321268,108.0631409,8,noaa20,1125,Kroya,Indramayu,Jawa Barat,Cluster
3819431,8/14/2023,13:25:49,-6.48465633,107.2581863,8,noaa20,1125,Tegal Waru,Karawang,Jawa Barat,Cluster
3819888,8/15/2023,0:25:50,-6.54919481,108.0946503,8,noaa20,1125,Terisi,Indramayu,Jawa Barat,Cluster
3819889,8/15/2023,0:25:50,-6.57729578,108.0999184,8,noaa20,1280,Kertajati,Majalengka,Jawa Barat,Cluster
3819890,8/15/2023,0:25:50,-6.501104595,107.5477982,8,noaa20,1280,Cibatu,Purwakarta,Jawa Barat,Cluster
3819900,8/15/2023,0:25:50,-6.78626251,108.1872253,8,noaa20,1125,Kadipaten,Majalengka,Jawa Barat,Cluster
3819904,8/15/2023,0:25:50,-6.896145105,108.6754875,8,noaa20,1280,Waled,Cirebon,Jawa Barat,Cluster
3819990,8/15/2023,1:18:29,-6.54978466,108.0934906,8,snpp,1125,Terisi,Indramayu,Jawa Barat,Cluster
3819991,8/15/2023,1:18:29,-6.59941864,108.0676804,8,snpp,1125,Terisi,Indramayu,Jawa Barat,Cluster
3819996,8/15/2023,1:18:29,-6.78724957,108.1867981,8,snpp,1125,Kadipaten,Majalengka,Jawa Barat,Cluster
3820019,8/15/2023,9:44:00,-6.956748962,107.7974014,7,terra,3000,Cimanggung,Sumedang,Jawa Barat,Cluster
3820021,8/15/2023,9:44:00,-6.968429089,107.61689,8,terra,3000,Dayeuh Kolot,Bandung,Jawa Barat,Cluster
3820648,8/15/2023,13:05:28,-7.0876174,108.7688675,8,noaa20,1280,Cibingbin,Kuningan,Jawa Barat,Cluster
3820649,8/15/2023,13:05:28,-7.19414616,107.9114914,8,noaa20,1125,Garut Kota,Garut,Jawa Barat,Cluster
3820650,8/15/2023,13:05:28,-6.96543884,108.7387161,8,noaa20,1125,Pasaleman,Cirebon,Jawa Barat,Cluster
3820651,8/15/2023,13:05:28,-6.95386171,108.7477264,8,noaa20,1125,Pasaleman,Cirebon,Jawa Barat,Cluster
3820652,8/15/2023,13:05:28,-7.20360136,107.0195923,8,noaa20,1125,Kadupandak,Cianjur,Jawa Barat,Cluster
3820654,8/15/2023,13:05:28,-7.06568384,107.6691208,8,noaa20,1125,Arjasari,Bandung,Jawa Barat,Cluster
3820655,8/15/2023,13:05:28,-7.03444433,107.8582153,7,noaa20,1125,Nagreg,Bandung,Jawa Barat,Cluster
3820656,8/15/2023,13:05:28,-7.04742908,107.7458725,7,noaa20,1125,Majalaya,Bandung,Jawa Barat,Cluster
3820657,8/15/2023,13:05:28,-7.195945623,106.4216328,8,noaa20,1500,Cilacap,Sukabumi,Jawa Barat,Cluster
3820659,8/15/2023,13:05:28,-6.97481251,107.6927643,7,noaa20,1125,Bojongsoang,Bandung,Jawa Barat,Cluster
3820660,8/15/2023,13:05:28,-7.13584423,106.5929642,8,noaa20,1125,Simpenan,Sukabumi,Jawa Barat,Cluster
3820661,8/15/2023,13:05:28,-6.97265291,107.6122055,7,noaa20,1125,Dayeuh Kolot,Bandung,Jawa Barat,Cluster
3820662,8/15/2023,13:05:28,-6.78704405,108.5267868,8,noaa20,1125,Beber,Cirebon,Jawa Barat,Cluster
3820663,8/15/2023,13:05:28,-7.06327248,106.6493454,8,noaa20,1125,Lengkong,Sukabumi,Jawa Barat,Cluster
3820664,8/15/2023,13:05:28,-6.77560472,108.5574875,8,noaa20,1125,Mundu,Cirebon,Jawa Barat,Cluster
3820665,8/15/2023,13:05:28,-6.78611803,108.1650314,8,noaa20,1125,Panyingkiran,Majalengka,Jawa Barat,Cluster
3820666,8/15/2023,13:05:28,-6.90813017,107.3008423,8,noaa20,1280,Bojong Picung,Cianjur,Jawa Barat,Cluster
3820667,8/15/2023,13:05:28,-6.91724062,107.2506485,8,noaa20,1125,Bojong Picung,Cianjur,Jawa Barat,Cluster
3820668,8/15/2023,13:05:28,-6.98226786,106.7288513,8,noaa20,1125,Warung Kiara,Sukabumi,Jawa Barat,Cluster
3820669,8/15/2023,13:05:28,-6.75041676,108.1265183,8,noaa20,1125,Ujungjaya,Sumedang,Jawa Barat,Cluster
3820670,8/15/2023,13:05:28,-6.70656586,108.340004,7,noaa20,1125,Leuwi Munding,Majalengka,Jawa Barat,Cluster
3820671,8/15/2023,13:05:28,-6.71158409,108.2950935,7,noaa20,1280,Palasah,Majalengka,Jawa Barat,Cluster
3820672,8/15/2023,13:05:28,-6.71667528,108.0881882,8,noaa20,1125,Ujungjaya,Sumedang,Jawa Barat,Cluster
3820673,8/15/2023,13:05:28,-6.67369795,108.353302,7,noaa20,1125,Susukan,Cirebon,Jawa Barat,Cluster
3820674,8/15/2023,13:05:28,-6.66380072,108.3736649,7,noaa20,1125,Susukan,Cirebon,Jawa Barat,Cluster
3820675,8/15/2023,13:05:28,-6.68852854,108.161438,8,noaa20,1125,Kertajati,Majalengka,Jawa Barat,Cluster
3820676,8/15/2023,13:05:28,-6.66562605,108.0362854,8,noaa20,1125,Ujungjaya,Sumedang,Jawa Barat,Cluster
3820677,8/15/2023,13:05:28,-6.5875802,108.1571198,8,noaa20,1125,Cikedung,Indramayu,Jawa Barat,Cluster
3820678,8/15/2023,13:05:28,-6.60152864,108.0633698,8,noaa20,1125,Terisi,Indramayu,Jawa Barat,Cluster
3820679,8/15/2023,13:05:28,-6.574867567,108.1576716,8,noaa20,1399,Cikedung,Indramayu,Jawa Barat,Cluster
3820680,8/15/2023,13:05:28,-6.56859636,108.1689911,7,noaa20,1125,Cikedung,Indramayu,Jawa Barat,Cluster
3820684,8/15/2023,13:05:28,-6.370536565,107.2475243,8,noaa20,1280,Telukjambe Barat,Karawang,Jawa Barat,Cluster
3820685,8/15/2023,13:05:28,-6.35705662,107.2063446,8,noaa20,1125,Cikarang Pusat,Bekasi,Jawa Barat,Cluster
3820686,8/15/2023,13:05:28,-6.282196045,107.122879,8,noaa20,1280,Cikarang Utara,Bekasi,Jawa Barat,Cluster
3821606,8/15/2023,13:36:00,-7.19907856,106.4137039,8,aqua,3000,Cilacap,Sukabumi,Jawa Barat,Cluster
3821607,8/15/2023,13:36:00,-6.756392479,108.1235428,8,aqua,3000,Tomo,Sumedang,Jawa Barat,Cluster
3821608,8/15/2023,13:36:00,-6.37536335,107.2439957,8,aqua,3000,Telukjambe Barat,Karawang,Jawa Barat,Cluster
3821614,8/15/2023,13:58:05,-6.908712387,107.2985331,8,snpp,1399,Bojong Picung,Cianjur,Jawa Barat,Cluster
3821615,8/15/2023,13:58:05,-6.95975256,106.9721146,8,snpp,1125,Gegerbitung,Sukabumi,Jawa Barat,Cluster
3821616,8/15/2023,13:58:05,-6.75120497,108.1257782,8,snpp,1125,Ujungjaya,Sumedang,Jawa Barat,Cluster
3821677,8/16/2023,0:08:21,-6.547888995,108.094223,8,noaa20,1280,Terisi,Indramayu,Jawa Barat,Cluster
3821758,8/16/2023,0:59:33,-6.6496582,108.3399506,8,snpp,1125,Ligung,Majalengka,Jawa Barat,Cluster
3821782,8/16/2023,0:59:33,-7.33837962,107.9388695,8,snpp,1280,Salawu,Tasikmalaya,Jawa Barat,Cluster
3822184,8/16/2023,12:45:07,-7.51748371,107.6689377,8,noaa20,1125,Cikelet,Garut,Jawa Barat,Cluster
3822204,8/16/2023,12:45:07,-7.09119654,108.7376785,8,noaa20,1125,Cibingbin,Kuningan,Jawa Barat,Cluster
3822211,8/16/2023,12:45:07,-7.23046827,106.4495163,7,noaa20,1125,Cilacap,Sukabumi,Jawa Barat,Cluster
3822214,8/16/2023,12:45:07,-6.90130138,107.8883667,8,noaa20,1125,Sumedang Selatan,Sumedang,Jawa Barat,Cluster
3822215,8/16/2023,12:45:07,-7.032411335,106.9041481,8,noaa20,1280,Nyalindung,Sukabumi,Jawa Barat,Cluster
