id,tanggal (WIB),waktu (WIB),lintang,bujur,tingkat kepercayaan,satelit,radius kemungkinan,kecamatan,kabupaten,provinsi,tipe
3822216,8/16/2023,12:45:07,-7.04125786,106.6078644,8,noaa20,1125,Lengkong,Sukabumi,Jawa Barat,Cluster
3822217,8/16/2023,12:45:07,-6.82082081,108.1416321,8,noaa20,1125,Tomo,Sumedang,Jawa Barat,Cluster
3822218,8/16/2023,12:45:07,-6.97768784,106.6380081,8,noaa20,1125,Bantar Gadung,Sukabumi,Jawa Barat,Cluster
3822221,8/16/2023,12:45:07,-6.66489697,108.0362473,8,noaa20,1125,Ujungjaya,Sumedang,Jawa Barat,Cluster
3822223,8/16/2023,12:45:07,-6.83734655,106.7799912,8,noaa20,1125,Ciambar,Sukabumi,Jawa Barat,Cluster
3822224,8/16/2023,12:45:07,-6.62537098,108.1893311,8,noaa20,1125,Jati Tujuh,Majalengka,Jawa Barat,Cluster
3822226,8/16/2023,12:45:07,-6.6222043,108.1803665,8,noaa20,1125,Kertajati,Majalengka,Jawa Barat,Cluster
3822227,8/16/2023,12:45:07,-6.61672449,107.9636154,8,noaa20,1125,Haurgeulis,Indramayu,Jawa Barat,Cluster
3822228,8/16/2023,12:45:07,-6.59908867,107.9610214,8,noaa20,1125,Haurgeulis,Indramayu,Jawa Barat,Cluster
3822229,8/16/2023,12:45:07,-6.5488925,108.0941696,8,noaa20,1125,Terisi,Indramayu,Jawa Barat,Cluster
3822232,8/16/2023,12:45:07,-6.52719069,107.8325577,7,noaa20,1125,Cipunagara,Subang,Jawa Barat,Cluster
3822233,8/16/2023,12:45:07,-6.422149817,107.7083969,8,noaa20,1399,Cikaum,Subang,Jawa Barat,Cluster
3822234,8/16/2023,12:45:07,-6.38794136,107.6796341,8,noaa20,1125,Purwadadi,Subang,Jawa Barat,Cluster
3822891,8/16/2023,13:37:46,-7.49230623,107.6496201,8,snpp,1125,Pakenjeng,Garut,Jawa Barat,Cluster
3822894,8/16/2023,13:37:46,-6.9540534,108.6786804,8,snpp,1125,Cidahu,Kuningan,Jawa Barat,Cluster
3822896,8/16/2023,13:37:46,-7.104746343,106.7325287,8,snpp,1399,Jampang Tengah,Sukabumi,Jawa Barat,Cluster
3822897,8/16/2023,13:37:46,-6.90104055,107.8870468,8,snpp,1125,Sumedang Selatan,Sumedang,Jawa Barat,Cluster
3822898,8/16/2023,13:37:46,-7.10514259,106.5243301,8,snpp,1125,Simpenan,Sukabumi,Jawa Barat,Cluster
3822899,8/16/2023,13:37:46,-7.03160095,106.9020233,8,snpp,1125,Nyalindung,Sukabumi,Jawa Barat,Cluster
3822900,8/16/2023,13:37:46,-6.78195429,108.2522507,8,snpp,1125,Kasokandel,Majalengka,Jawa Barat,Cluster
3822901,8/16/2023,13:37:46,-7.0376811,106.6137848,8,snpp,1125,Simpenan,Sukabumi,Jawa Barat,Cluster
3822902,8/16/2023,13:37:46,-6.62259865,108.1882629,8,snpp,1125,Jati Tujuh,Majalengka,Jawa Barat,Cluster
3822903,8/16/2023,13:37:46,-6.60724783,108.2537231,8,snpp,1125,Jati Tujuh,Majalengka,Jawa Barat,Cluster
3822904,8/16/2023,13:37:46,-6.62927628,108.0513344,8,snpp,1280,Kertajati,Majalengka,Jawa Barat,Cluster
3822905,8/16/2023,13:37:46,-6.83536005,106.7805862,8,snpp,1125,Ciambar,Sukabumi,Jawa Barat,Cluster
3822906,8/16/2023,13:37:46,-6.78525734,106.8083115,8,snpp,1125,Cicurug,Sukabumi,Jawa Barat,Cluster
3822908,8/16/2023,13:37:46,-6.35101223,107.2064285,8,snpp,1125,Cikarang Pusat,Bekasi,Jawa Barat,Cluster
3822909,8/16/2023,13:37:46,-6.43199778,106.6276474,8,snpp,1125,Rumpin,Bogor,Jawa Barat,Cluster
3823456,8/17/2023,0:39:12,-6.54960235,108.0954666,8,snpp,1399,Terisi,Indramayu,Jawa Barat,Cluster
3823460,8/17/2023,0:39:12,-6.87710953,108.6554947,8,snpp,1280,Karangwareng,Cirebon,Jawa Barat,Cluster
3823461,8/17/2023,0:39:12,-6.87933159,108.6808701,8,snpp,1125,Karangwareng,Cirebon,Jawa Barat,Cluster
3823475,8/17/2023,0:39:12,-6.98705769,108.6310196,8,snpp,1125,Cidahu,Kuningan,Jawa Barat,Cluster
3823478,8/17/2023,0:39:12,-6.88633251,107.6610527,8,snpp,1280,Cibeunying Kidul,Bandung,Jawa Barat,Cluster
3823483,8/17/2023,0:39:12,-7.03508687,107.767765,8,snpp,1280,Solokan Jeruk,Bandung,Jawa Barat,Cluster
3823489,8/17/2023,0:39:12,-6.98872042,106.8352737,8,snpp,1125,Cikembar,Sukabumi,Jawa Barat,Cluster
3823561,8/17/2023,1:31:50,-6.37381172,106.9265747,8,noaa20,1125,Jatisampurna,Bekasi,Jawa Barat,Cluster
3823562,8/17/2023,1:31:50,-6.5498929,108.0962219,8,noaa20,1125,Terisi,Indramayu,Jawa Barat,Cluster
3823798,8/17/2023,12:26:12,-7.031420073,108.7789764,8,noaa20,1399,Cibingbin,Kuningan,Jawa Barat,Cluster
3823801,8/17/2023,12:26:12,-6.97410583,108.7505798,8,noaa20,1125,Pasaleman,Cirebon,Jawa Barat,Cluster
3823808,8/17/2023,12:26:12,-6.64165211,107.9548798,8,noaa20,1125,Buahdua,Sumedang,Jawa Barat,Cluster
3823811,8/17/2023,12:26:12,-6.58405828,108.0975723,8,noaa20,1125,Kertajati,Majalengka,Jawa Barat,Cluster
3824449,8/17/2023,13:18:50,-7.48027992,107.6652908,8,snpp,1125,Pakenjeng,Garut,Jawa Barat,Cluster
3824461,8/17/2023,13:18:50,-6.98329735,108.6686859,8,snpp,1125,Cidahu,Kuningan,Jawa Barat,Cluster
3824464,8/17/2023,13:18:50,-6.7623229,108.6535873,8,snpp,1125,Pangenan,Cirebon,Jawa Barat,Cluster
3824465,8/17/2023,13:18:50,-7.05721188,106.6269302,7,snpp,1125,Lengkong,Sukabumi,Jawa Barat,Cluster
3824466,8/17/2023,13:18:50,-6.810322525,108.0934277,8,snpp,1500,Cadasngampar,Sumedang,Jawa Barat,Cluster
3824467,8/17/2023,13:18:50,-6.79111242,108.1538849,8,snpp,1125,Tomo,Sumedang,Jawa Barat,Cluster
3824468,8/17/2023,13:18:50,-6.93131781,107.2131805,8,snpp,1125,Bojong Picung,Cianjur,Jawa Barat,Cluster
3824469,8/17/2023,13:18:50,-6.90799713,107.2990646,8,snpp,1125,Bojong Picung,Cianjur,Jawa Barat,Cluster
3824470,8/17/2023,13:18:50,-6.89263058,107.2432251,8,snpp,1125,Bojong Picung,Cianjur,Jawa Barat,Cluster
3824471,8/17/2023,13:18:50,-6.73270226,108.1036301,8,snpp,1125,Ujungjaya,Sumedang,Jawa Barat,Cluster
3824472,8/17/2023,13:18:50,-6.71791935,108.1538925,8,snpp,1125,Kertajati,Majalengka,Jawa Barat,Cluster
3824473,8/17/2023,13:18:50,-6.84359312,107.3293533,8,snpp,1280,Cipatat,Bandung Barat,Jawa Barat,Cluster
3824474,8/17/2023,13:18:50,-6.66533327,108.0889282,8,snpp,1125,Kertajati,Majalengka,Jawa Barat,Cluster
3824475,8/17/2023,13:18:50,-6.63755322,107.9987793,8,snpp,1125,Terisi,Indramayu,Jawa Barat,Cluster
3824476,8/17/2023,13:18:50,-6.60461807,108.1658554,8,snpp,1125,Cikedung,Indramayu,Jawa Barat,Cluster
3824477,8/17/2023,13:18:50,-6.601613995,108.015728,8,snpp,1280,Terisi,Indramayu,Jawa Barat,Cluster
3824478,8/17/2023,13:18:50,-6.58391237,108.0953293,7,snpp,1125,Kertajati,Majalengka,Jawa Barat,Cluster
3824479,8/17/2023,13:18:50,-6.58835316,108.0436478,8,snpp,1125,Terisi,Indramayu,Jawa Barat,Cluster
3824480,8/17/2023,13:18:50,-6.54932117,108.0937729,8,snpp,1125,Terisi,Indramayu,Jawa Barat,Cluster
3824481,8/17/2023,13:18:50,-6.56497765,107.9247055,7,snpp,1125,Haurgeulis,Indramayu,Jawa Barat,Cluster
3824482,8/17/2023,13:18:50,-6.50411129,107.8665772,7,snpp,1125,Cipunagara,Subang,Jawa Barat,Cluster
3824487,8/17/2023,13:18:50,-6.41938019,106.4660873,8,snpp,1125,Jasinga,Bogor,Jawa Barat,Cluster
3824488,8/17/2023,13:18:50,-6.18211508,107.0525589,7,snpp,1125,Tambun Utara,Bekasi,Jawa Barat,Cluster
3824490,8/17/2023,13:18:50,-6.06711245,107.0738983,8,snpp,1125,Muaragembong,Bekasi,Jawa Barat,Cluster
3828385,8/19/2023,13:32:12,-7.46110821,107.3018646,8,noaa20,1125,Cidaun,Cianjur,Jawa Barat,Cluster
3825804,8/18/2023,12:59:54,-7.056012155,108.4935112,8,snpp,1280,Ciniru,Kuningan,Jawa Barat,Cluster
3825806,8/18/2023,12:59:54,-7.11623096,107.888382,8,snpp,1125,Leles,Garut,Jawa Barat,Cluster
3825812,8/18/2023,12:59:54,-6.97271919,107.6892242,7,snpp,1125,Bojongsoang,Bandung,Jawa Barat,Cluster
3825814,8/18/2023,12:59:54,-6.9040556,107.8654175,8,snpp,1125,Pamulihan,Sumedang,Jawa Barat,Cluster
3825815,8/18/2023,12:59:54,-7.05245399,106.6466522,8,snpp,1125,Simpenan,Sukabumi,Jawa Barat,Cluster
3825816,8/18/2023,12:59:54,-6.99751329,106.8078156,8,snpp,1125,Cikembar,Sukabumi,Jawa Barat,Cluster
3825817,8/18/2023,12:59:54,-6.79240465,108.2255936,7,snpp,1125,Pembantu Cigasong,Majalengka,Jawa Barat,Cluster
3825818,8/18/2023,12:59:54,-6.83739901,107.3959732,8,snpp,1125,Cipatat,Bandung Barat,Jawa Barat,Cluster
3825820,8/18/2023,12:59:54,-6.64249325,108.4014664,8,snpp,1125,Arjawinangun,Cirebon,Jawa Barat,Cluster
3825821,8/18/2023,12:59:54,-6.57972193,108.2042084,8,snpp,1125,Jati Tujuh,Majalengka,Jawa Barat,Cluster
3825822,8/18/2023,12:59:54,-6.59946537,108.0667114,7,snpp,1125,Terisi,Indramayu,Jawa Barat,Cluster
3825823,8/18/2023,12:59:54,-6.58863688,108.1164169,8,snpp,1125,Kertajati,Majalengka,Jawa Barat,Cluster
3825829,8/18/2023,12:59:54,-6.54815912,106.9673462,8,snpp,1125,Sukamakmur,Bogor,Jawa Barat,Cluster
3825069,8/18/2023,0:20:17,-6.547767875,108.0947876,8,snpp,1280,Terisi,Indramayu,Jawa Barat,Cluster
3825075,8/18/2023,0:20:17,-6.75991559,108.1183434,8,snpp,1280,Tomo,Sumedang,Jawa Barat,Cluster
3825168,8/18/2023,1:11:29,-6.27009296,107.1639328,8,noaa20,1125,Cikarang Utara,Bekasi,Jawa Barat,Cluster
3825170,8/18/2023,1:11:29,-6.54670286,108.0939713,8,noaa20,1125,Terisi,Indramayu,Jawa Barat,Cluster
3825171,8/18/2023,1:11:29,-6.60913682,108.04776,8,noaa20,1280,Terisi,Indramayu,Jawa Barat,Cluster
3825172,8/18/2023,1:11:29,-6.37334013,106.4524536,8,noaa20,1125,Tenjo,Bogor,Jawa Barat,Cluster
3825174,8/18/2023,1:11:29,-6.69140387,108.1561813,8,noaa20,1125,Kertajati,Majalengka,Jawa Barat,Cluster
3825175,8/18/2023,1:11:29,-6.760356743,108.1180801,8,noaa20,1399,Tomo,Sumedang,Jawa Barat,Cluster
3826527,8/18/2023,13:51:07,-6.9113636,107.3089981,8,noaa20,1125,Rongga,Bandung Barat,Jawa Barat,Cluster
3826528,8/18/2023,13:51:07,-6.83612823,107.3969498,8,noaa20,1125,Cipatat,Bandung Barat,Jawa Barat,Cluster
3826529,8/18/2023,13:51:07,-6.6586628,106.90551,8,noaa20,1125,Cisarua,Bogor,Jawa Barat,Cluster
3826720,8/19/2023,0:51:08,-6.54803514,108.0942764,8,noaa20,1125,Terisi,Indramayu,Jawa Barat,Cluster
3826722,8/19/2023,0:51:08,-6.510703325,107.7058296,8,noaa20,1280,Kalijati,Subang,Jawa Barat,Cluster
3826725,8/19/2023,0:51:08,-6.82147694,108.640892,8,noaa20,1280,Astanajapura,Cirebon,Jawa Barat,Cluster
3826728,8/19/2023,0:51:08,-6.7796545,108.0938873,8,noaa20,1125,Tomo,Sumedang,Jawa Barat,Cluster
3826739,8/19/2023,0:51:08,-6.81070805,107.2811356,8,noaa20,1125,Ciranjang,Cianjur,Jawa Barat,Cluster
3826770,8/19/2023,1:46:37,-6.54727983,108.0943527,8,snpp,1125,Terisi,Indramayu,Jawa Barat,Cluster
3826771,8/19/2023,1:46:37,-6.49850082,107.5481873,8,snpp,1125,Cibatu,Purwakarta,Jawa Barat,Cluster
3826772,8/19/2023,1:46:37,-6.45857763,107.2123184,8,snpp,1125,Bojongmangu,Bekasi,Jawa Barat,Cluster
3826777,8/19/2023,1:46:37,-7.2381506,106.4757614,8,snpp,1125,Ciemas,Sukabumi,Jawa Barat,Cluster
3827810,8/19/2023,12:39:33,-7.462943555,107.2997742,8,snpp,1280,Cidaun,Cianjur,Jawa Barat,Cluster
3827826,8/19/2023,12:39:33,-7.06223154,107.8921433,8,snpp,1125,Kadungora,Garut,Jawa Barat,Cluster
3827827,8/19/2023,12:39:33,-7.24340439,106.5272675,8,snpp,1125,Waluran,Sukabumi,Jawa Barat,Cluster
3827828,8/19/2023,12:39:33,-7.19418001,106.8500214,8,snpp,1125,Sagaranten,Sukabumi,Jawa Barat,Cluster
3827830,8/19/2023,12:39:33,-6.95490742,107.1971207,8,snpp,1125,Cibeber,Cianjur,Jawa Barat,Cluster
3827831,8/19/2023,12:39:33,-6.94587374,107.223732,8,snpp,1125,Rongga,Bandung Barat,Jawa Barat,Cluster
3827832,8/19/2023,12:39:33,-6.8940835,107.3293228,8,snpp,1125,Cipongkor,Bandung Barat,Jawa Barat,Cluster
3827835,8/19/2023,12:39:33,-6.846624375,106.5957642,9,snpp,1280,Kabandungan,Sukabumi,Jawa Barat,Cluster
3828386,8/19/2023,13:32:12,-7.29652882,106.7615967,8,noaa20,1125,Tegalbuleud,Sukabumi,Jawa Barat,Cluster
3828388,8/19/2023,13:32:12,-6.94814348,108.6185074,8,noaa20,1125,Kalimanggis,Kuningan,Jawa Barat,Cluster
3828389,8/19/2023,13:32:12,-6.91804075,108.2687759,8,noaa20,1125,Bantarujeg,Majalengka,Jawa Barat,Cluster
3828390,8/19/2023,13:32:12,-6.96363735,106.995285,8,noaa20,1125,Gegerbitung,Sukabumi,Jawa Barat,Cluster
3828391,8/19/2023,13:32:12,-6.89726067,107.3136978,8,noaa20,1125,Bojong Picung,Cianjur,Jawa Barat,Cluster
3828946,8/20/2023,0:32:13,-6.3480773,107.0182571,8,noaa20,1280,Setu,Bekasi,Jawa Barat,Cluster
3828392,8/19/2023,13:32:12,-6.62727261,108.083519,8,noaa20,1125,Kertajati,Majalengka,Jawa Barat,Cluster
3828948,8/20/2023,0:32:13,-6.54695845,108.0939484,8,noaa20,1125,Terisi,Indramayu,Jawa Barat,Cluster
3828393,8/19/2023,13:32:12,-6.591195105,108.1978416,8,noaa20,1280,Cikedung,Indramayu,Jawa Barat,Cluster
3828394,8/19/2023,13:32:12,-6.84671116,106.5994568,8,noaa20,1125,Kabandungan,Sukabumi,Jawa Barat,Cluster
3828395,8/19/2023,13:32:12,-6.59782124,108.049614,7,noaa20,1125,Terisi,Indramayu,Jawa Barat,Cluster
3828396,8/19/2023,13:32:12,-6.54974031,108.0942612,8,noaa20,1125,Terisi,Indramayu,Jawa Barat,Cluster
3830843,8/20/2023,13:49:00,-6.608665466,108.1008682,8,aqua,3000,Kertajati,Majalengka,Jawa Barat,Cluster
3829037,8/20/2023,1:26:16,-6.54812002,108.0936508,8,snpp,1125,Terisi,Indramayu,Jawa Barat,Cluster
3829054,8/20/2023,9:51:00,-6.895094872,107.5002365,8,terra,3000,Batujajar,Bandung Barat,Jawa Barat,Cluster
3829056,8/20/2023,9:51:00,-6.933554649,107.7035675,8,terra,3000,Panyileukan,Bandung,Jawa Barat,Cluster
3829057,8/20/2023,9:51:00,-6.957170486,107.8012733,8,terra,3414,Cimanggung,Sumedang,Jawa Barat,Cluster
3830104,8/20/2023,13:13:17,-7.41814899,106.8817749,8,noaa20,1125,Sukasari,Cianjur,Jawa Barat,Cluster
3830110,8/20/2023,13:13:17,-7.17362404,108.0135651,7,noaa20,1125,Sukawening,Garut,Jawa Barat,Cluster
3830111,8/20/2023,13:13:17,-7.03383589,108.5983505,8,noaa20,1125,Lebakwangi,Kuningan,Jawa Barat,Cluster
3830112,8/20/2023,13:13:17,-7.12517023,107.9066238,7,noaa20,1125,Leles,Garut,Jawa Barat,Cluster
3830113,8/20/2023,13:13:17,-7.01965237,107.9537048,8,noaa20,1125,Baluburlimbangan,Garut,Jawa Barat,Cluster
3830114,8/20/2023,13:13:17,-7.0476985,107.7454376,7,noaa20,1125,Majalaya,Bandung,Jawa Barat,Cluster
3830115,8/20/2023,13:13:17,-6.90140772,108.5989151,8,noaa20,1125,Sedong,Cirebon,Jawa Barat,Cluster
3830116,8/20/2023,13:13:17,-7.00451803,107.9196091,7,noaa20,1125,Baluburlimbangan,Garut,Jawa Barat,Cluster
3830119,8/20/2023,13:13:17,-6.98825932,107.5543594,7,noaa20,1125,Katapang,Bandung,Jawa Barat,Cluster
3830120,8/20/2023,13:13:17,-7.11459875,106.5265427,8,noaa20,1125,Simpenan,Sukabumi,Jawa Barat,Cluster
3830121,8/20/2023,13:13:17,-7.03933048,106.9637528,8,noaa20,1125,Takokak,Cianjur,Jawa Barat,Cluster
3830122,8/20/2023,13:13:17,-6.93130636,107.2113495,8,noaa20,1280,Bojong Picung,Cianjur,Jawa Barat,Cluster
3830123,8/20/2023,13:13:17,-6.88654757,107.3283768,8,noaa20,1125,Haurwangi,Cianjur,Jawa Barat,Cluster
3830124,8/20/2023,13:13:17,-6.71603966,108.4124908,7,noaa20,1125,Gempol,Cirebon,Jawa Barat,Cluster
3830125,8/20/2023,13:13:17,-6.803519245,107.3507881,8,noaa20,1280,Cipatat,Bandung Barat,Jawa Barat,Cluster
3830937,8/21/2023,1:05:57,-6.50080109,107.8997192,8,snpp,1125,Cipunagara,Subang,Jawa Barat,Cluster
3830126,8/20/2023,13:13:17,-6.86456108,106.7723236,8,noaa20,1125,Ciambar,Sukabumi,Jawa Barat,Cluster
3830127,8/20/2023,13:13:17,-6.62928343,108.0904617,8,noaa20,1125,Kertajati,Majalengka,Jawa Barat,Cluster
3830128,8/20/2023,13:13:17,-6.63576603,108.0029984,8,noaa20,1125,Terisi,Indramayu,Jawa Barat,Cluster
3830129,8/20/2023,13:13:17,-6.61415052,108.0563278,8,noaa20,1125,Terisi,Indramayu,Jawa Barat,Cluster
3830130,8/20/2023,13:13:17,-6.60370183,108.0685577,8,noaa20,1280,Terisi,Indramayu,Jawa Barat,Cluster
3830131,8/20/2023,13:13:17,-6.56534433,108.1756516,7,noaa20,1125,Cikedung,Indramayu,Jawa Barat,Cluster
3830132,8/20/2023,13:13:17,-6.55041075,108.09552,8,noaa20,1125,Terisi,Indramayu,Jawa Barat,Cluster
3830136,8/20/2023,13:13:17,-6.38585043,107.7257233,8,noaa20,1125,Cikaum,Subang,Jawa Barat,Cluster
3830137,8/20/2023,13:13:17,-6.41628885,107.4787064,8,noaa20,1125,Campaka,Karawang,Jawa Barat,Cluster
3830938,8/21/2023,1:05:57,-6.54833221,108.0958328,8,snpp,1125,Terisi,Indramayu,Jawa Barat,Cluster
3830140,8/20/2023,13:13:17,-6.04588461,107.0541458,8,noaa20,1125,Muaragembong,Bekasi,Jawa Barat,Cluster
3830939,8/21/2023,1:05:57,-6.60914421,108.168747,8,snpp,1280,Kertajati,Majalengka,Jawa Barat,Cluster
3830141,8/20/2023,13:13:17,-6.03100157,107.062645,8,noaa20,1125,Muaragembong,Bekasi,Jawa Barat,Cluster
3830941,8/21/2023,1:05:57,-6.80559444,108.0738754,8,snpp,1125,Tomo,Sumedang,Jawa Barat,Cluster
3830942,8/21/2023,1:05:57,-6.82043886,108.1253891,8,snpp,1125,Tomo,Sumedang,Jawa Barat,Cluster
3830945,8/21/2023,1:05:57,-6.80386591,107.3503113,8,snpp,1125,Cipatat,Bandung Barat,Jawa Barat,Cluster
3830955,8/21/2023,1:05:57,-7.10475588,106.4903488,8,snpp,1125,Ciemas,Sukabumi,Jawa Barat,Cluster
3830956,8/21/2023,1:05:57,-7.14531469,106.4727783,8,snpp,1125,Ciemas,Sukabumi,Jawa Barat,Cluster
3831334,8/21/2023,13:44:08,-7.29013252,106.4340439,8,snpp,1125,Cilacap,Sukabumi,Jawa Barat,Cluster
3831059,8/22/2023,1:38:13,-6.548158967,108.0941213,8,noaa20,1399,Terisi,Indramayu,Jawa Barat,Cluster
3831335,8/21/2023,13:44:08,-7.12549305,106.7248612,8,snpp,1125,Lengkong,Sukabumi,Jawa Barat,Cluster
3831336,8/21/2023,13:44:08,-7.1099782,106.7084885,8,snpp,1125,Jampang Tengah,Sukabumi,Jawa Barat,Cluster
3831337,8/21/2023,13:44:08,-6.83784533,108.108635,8,snpp,1125,Cadasngampar,Sumedang,Jawa Barat,Cluster
3831338,8/21/2023,13:44:08,-6.803406713,107.3464813,8,snpp,1399,Cipatat,Bandung Barat,Jawa Barat,Cluster
3831339,8/21/2023,13:44:08,-6.539285425,108.5203362,8,snpp,1280,Kapetakan,Cirebon,Jawa Barat,Cluster
3831340,8/21/2023,13:44:08,-6.612117765,108.0482826,8,snpp,1280,Terisi,Indramayu,Jawa Barat,Cluster
3831341,8/21/2023,13:44:08,-6.60282087,108.1595993,8,snpp,1125,Cikedung,Indramayu,Jawa Barat,Cluster
3831342,8/21/2023,13:44:08,-6.58391571,107.8531799,8,snpp,1125,Surian,Sumedang,Jawa Barat,Cluster
3831343,8/21/2023,13:44:08,-6.03040838,107.0664825,8,snpp,1125,Muaragembong,Bekasi,Jawa Barat,Cluster
3831060,8/22/2023,1:38:13,-6.50011444,107.549408,8,noaa20,1125,Cibatu,Purwakarta,Jawa Barat,Cluster
3831061,8/22/2023,1:38:13,-6.801231625,107.3462944,8,noaa20,1280,Cipatat,Bandung Barat,Jawa Barat,Cluster
3831199,8/22/2023,0:44:11,-6.51990652,108.0994415,8,snpp,1125,Terisi,Indramayu,Jawa Barat,Cluster
3831673,8/21/2023,12:51:30,-7.76176786,108.461937,8,noaa20,1125,Cimerak,Pangandaran,Jawa Barat,Cluster
3831200,8/22/2023,0:44:11,-6.548622845,108.0947075,8,snpp,1280,Terisi,Indramayu,Jawa Barat,Cluster
3831205,8/22/2023,0:44:11,-6.77271891,108.1544342,8,snpp,1125,Tomo,Sumedang,Jawa Barat,Cluster
3831703,8/21/2023,12:51:30,-7.03183556,108.6191101,8,noaa20,1125,Luragung,Kuningan,Jawa Barat,Cluster
3831208,8/22/2023,0:44:11,-6.8795085,108.6644745,8,snpp,1125,Karangwareng,Cirebon,Jawa Barat,Cluster
3831704,8/21/2023,12:51:30,-7.11781454,107.890358,7,noaa20,1125,Leles,Garut,Jawa Barat,Cluster
3831705,8/21/2023,12:51:30,-6.97754622,108.6521835,8,noaa20,1125,Cidahu,Kuningan,Jawa Barat,Cluster
3831215,8/22/2023,0:44:11,-6.85706139,108.1764374,8,snpp,1125,Cadasngampar,Sumedang,Jawa Barat,Cluster
3831706,8/21/2023,12:51:30,-7.07629251,107.8261261,8,noaa20,1125,Cikancung,Bandung,Jawa Barat,Cluster
3831707,8/21/2023,12:51:30,-7.03591824,107.9378357,8,noaa20,1125,Baluburlimbangan,Garut,Jawa Barat,Cluster
3831216,8/22/2023,0:44:11,-6.802786587,107.3487485,8,snpp,1668,Cipatat,Bandung Barat,Jawa Barat,Cluster
3831708,8/21/2023,12:51:30,-7.00184441,107.8776932,8,noaa20,1125,Nagreg,Bandung,Jawa Barat,Cluster
3831709,8/21/2023,12:51:30,-6.87028217,108.7525711,8,noaa20,1125,Pabedilan,Cirebon,Jawa Barat,Cluster
3831710,8/21/2023,12:51:30,-6.882075545,108.2480011,8,noaa20,1280,Majalengka,Majalengka,Jawa Barat,Cluster
3833291,8/22/2023,12:32:35,-7.18153405,106.5895348,8,noaa20,1280,Waluran,Sukabumi,Jawa Barat,Cluster
3831711,8/21/2023,12:51:30,-6.96477556,107.5275803,8,noaa20,1125,Kutawaringin,Bandung,Jawa Barat,Cluster
3831712,8/21/2023,12:51:30,-7.06068468,106.631279,8,noaa20,1125,Lengkong,Sukabumi,Jawa Barat,Cluster
3831713,8/21/2023,12:51:30,-6.83778596,108.1104507,8,noaa20,1280,Cadasngampar,Sumedang,Jawa Barat,Cluster
3831715,8/21/2023,12:51:30,-6.92424965,107.2267151,8,noaa20,1125,Bojong Picung,Cianjur,Jawa Barat,Cluster
3831716,8/21/2023,12:51:30,-6.71079159,108.0883865,8,noaa20,1125,Ujungjaya,Sumedang,Jawa Barat,Cluster
3831717,8/21/2023,12:51:30,-6.69219398,108.1623306,7,noaa20,1125,Kertajati,Majalengka,Jawa Barat,Cluster
3831718,8/21/2023,12:51:30,-6.803533555,107.3485184,8,noaa20,1280,Cipatat,Bandung Barat,Jawa Barat,Cluster
3831719,8/21/2023,12:51:30,-6.660693405,108.0749741,8,noaa20,1280,Kertajati,Majalengka,Jawa Barat,Cluster
3831720,8/21/2023,12:51:30,-6.66626692,108.0389252,8,noaa20,1125,Ujungjaya,Sumedang,Jawa Barat,Cluster
3831722,8/21/2023,12:51:30,-6.6168232,107.8475952,8,noaa20,1125,Cijambe,Subang,Jawa Barat,Cluster
3831723,8/21/2023,12:51:30,-6.59489107,107.8586197,8,noaa20,1125,Surian,Sumedang,Jawa Barat,Cluster
3831724,8/21/2023,12:51:30,-6.45225334,107.7450256,8,noaa20,1125,Cikaum,Subang,Jawa Barat,Cluster
3831725,8/21/2023,12:51:30,-6.48811007,107.4960327,8,noaa20,1125,Campaka,Purwakarta,Jawa Barat,Cluster
3831727,8/21/2023,12:51:30,-6.388060805,107.4554596,8,noaa20,1280,Cikampek,Karawang,Jawa Barat,Cluster
3832954,8/22/2023,13:36:00,-7.027255535,107.9006577,8,aqua,3000,Nagreg,Bandung,Jawa Barat,Cluster
3832955,8/22/2023,13:36:00,-6.975994587,107.6099472,8,aqua,3000,Dayeuh Kolot,Bandung,Jawa Barat,Cluster
3832956,8/22/2023,13:36:00,-7.066767216,106.6850128,8,aqua,3000,Lengkong,Sukabumi,Jawa Barat,Cluster
3833292,8/22/2023,12:32:35,-6.90500689,108.5910873,8,noaa20,1125,Japara,Kuningan,Jawa Barat,Cluster
3833295,8/22/2023,12:32:35,-6.86905622,107.1664963,8,noaa20,1125,Cilaku,Cianjur,Jawa Barat,Cluster
3833518,8/22/2023,13:26:37,-7.18329811,106.7299805,8,snpp,1125,Kalibunder,Sukabumi,Jawa Barat,Cluster
3833943,8/23/2023,1:19:18,-6.54868412,108.0951462,8,noaa20,1125,Terisi,Indramayu,Jawa Barat,Cluster
3833944,8/23/2023,1:19:18,-6.50055504,107.5476914,8,noaa20,1125,Cibatu,Purwakarta,Jawa Barat,Cluster
3833945,8/23/2023,1:19:18,-6.58107328,108.0810242,8,noaa20,1125,Kertajati,Majalengka,Jawa Barat,Cluster
3833946,8/23/2023,1:19:18,-6.612029555,108.0541916,8,noaa20,1280,Terisi,Indramayu,Jawa Barat,Cluster
3833947,8/23/2023,1:19:18,-6.716795205,108.08218,8,noaa20,1280,Ujungjaya,Sumedang,Jawa Barat,Cluster
3833949,8/23/2023,1:19:18,-6.91669083,108.743721,8,noaa20,1125,Pasaleman,Cirebon,Jawa Barat,Cluster
3833722,8/22/2023,21:53:00,-6.577751875,108.1300011,8,terra,3414,Kertajati,Majalengka,Jawa Barat,Cluster
